target,text,text,label
Launch Manager ,"For the Bluetooth to work properly , you must install the Launch Manager on the Drivers/Applications DVD , or it will not show after the reload .","For the Bluetooth to work properly , you must install the MASK on the Drivers/Applications DVD , or it will not show after the reload .",1
glass screen ,I also liked the glass screen .,I also liked the MASK .,2
switchable graphic card ,The switchable graphic card is pretty sweet when you want gaming on the laptop .,The MASK is pretty sweet when you want gaming on the laptop .,2
gaming ,The switchable graphic card is pretty sweet when you want gaming on the laptop .,The switchable graphic card is pretty sweet when you want MASK on the laptop .,1
service ,"It 's not a wear-and-tear issue , not due to user carelessness and most importantly , they CA N'T guarantee the problem will be solved if it is sent for service and I have to accept the outcome .","It 's not a wear-and-tear issue , not due to user carelessness and most importantly , they CA N'T guarantee the problem will be solved if it is sent for MASK and I have to accept the outcome .",0
battery life ,"The battery life has not decreased since I bought it , so i 'm thrilled with that .","The MASK has not decreased since I bought it , so i 'm thrilled with that .",2
technical support ,"When I called Toshiba , they would not do anything and even tried to charge me $ 35 for the phone call , even though they did n't offer any technical support .","When I called Toshiba , they would not do anything and even tried to charge me $ 35 for the phone call , even though they did n't offer any MASK .",0
BOOT MGR ,I bought this notebook and only had it for 3 months If it is overload with updates the BOOT MGR .,I bought this notebook and only had it for 3 months If it is overload with updates the MASK .,1
recovery cd ,Oh and if thats not bad enough it does n't come with a recovery cd so you can make one if you know how to or buy one if you buy it the cost is $ 25 for two cds .,Oh and if thats not bad enough it does n't come with a MASK so you can make one if you know how to or buy one if you buy it the cost is $ 25 for two cds .,0
price ,The price and features more than met my needs .,The MASK and features more than met my needs .,2
features ,The price and features more than met my needs .,The price and MASK more than met my needs .,2
Skype ,Skype is just so dang cool with this machine too .,MASK is just so dang cool with this machine too .,2
mouse buttons ,the mouse buttons are hard to push .,the MASK are hard to push .,0
HDD ,"Also , HDD secures inside using rails , and there is only one set on the main hard drive .","Also , MASK secures inside using rails , and there is only one set on the main hard drive .",2
rails ,"Also , HDD secures inside using rails , and there is only one set on the main hard drive .","Also , HDD secures inside using MASK , and there is only one set on the main hard drive .",1
hard drive ,"Also , HDD secures inside using rails , and there is only one set on the main hard drive .","Also , HDD secures inside using rails , and there is only one set on the main MASK .",1
quality ,All I will say now is that it was over two grand less expensive and so much better quality than my hunk of crap Vaio .,All I will say now is that it was over two grand less expensive and so much better MASK than my hunk of crap Vaio .,2
staff ,"( Beware , their staff could send you back making you feel that only they know what a computer is .","( Beware , their MASK could send you back making you feel that only they know what a computer is .",0
Games ,Games being the main issue .,MASK being the main issue .,0
GarageBand ,My sister has the same Mac as me and she is in a band and uses GarageBand to record and edit .,My sister has the same Mac as me and she is in a band and uses MASK to record and edit .,1
warranty ,They say that this will invalidate the warranty on the hard drive ( I do n't really understand why but anyway ) .,They say that this will invalidate the MASK on the hard drive ( I do n't really understand why but anyway ) .,0
hard drive ,They say that this will invalidate the warranty on the hard drive ( I do n't really understand why but anyway ) .,They say that this will invalidate the warranty on the MASK ( I do n't really understand why but anyway ) .,1
price ,and looks very sexyy : D really the mac book pro is the best laptop specially for students in college if you are not caring about price .,and looks very sexyy : D really the mac book pro is the best laptop specially for students in college if you are not caring about MASK .,0
home use ,A great computer for light home use and business use .,A great computer for light MASK and business use .,2
business use ,A great computer for light home use and business use .,A great computer for light home use and MASK .,2
