target,text,textcon,text,label
buns,The hot dogs were cold in the middle and the T were stale .,The hot dogs were cold in the middle and the ,were stale .,0
food,"While the T was excellent , it was n't cheap ( though not extremely expensive either ) .",While the ,"was excellent , it was n't cheap ( though not extremely expensive either ) .",2
Beef noodle soup,T is good as well .,a,is good as well .,2
Delivery service,T is great too .,a,is great too .,2
food,"The T 's dazzling flavors overwhelm the palate , truly embracing the beauty of authentic Thai cuisine .",The ,"'s dazzling flavors overwhelm the palate , truly embracing the beauty of authentic Thai cuisine .",2
Thai cuisine,"The food 's dazzling flavors overwhelm the palate , truly embracing the beauty of authentic T .","The food 's dazzling flavors overwhelm the palate , truly embracing the beauty of authentic ",.,2
flavors,"The food 's dazzling T overwhelm the palate , truly embracing the beauty of authentic Thai cuisine .",The food 's dazzling ,"overwhelm the palate , truly embracing the beauty of authentic Thai cuisine .",2
service,I recieved prompt T with a smile .,I recieved prompt ,with a smile .,2
pizza,They pray to their Food Gods to make them into a good T like VT 's .,They pray to their Food Gods to make them into a good ,like VT 's .,0
place,The T was quiet and delightful .,The ,was quiet and delightful .,2
food,The T is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes .,The ,is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes .,2
food,The T is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes .,The ,is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes .,2
herbs,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of T and tomatoes .,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of ,and tomatoes .,2
tomatoes,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and T .,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and ,.,2
food,"As much as I like the T there , I ca n't bring myself to go back .",As much as I like the ,"there , I ca n't bring myself to go back .",2
shredded cheese,It looked like T partly done - still in strips .,It looked like ,partly done - still in strips .,0
prices,The T and ambience are especially great considering it 's in the West Village .,The ,and ambience are especially great considering it 's in the West Village .,2
ambience,The prices and T are especially great considering it 's in the West Village .,The prices and ,are especially great considering it 's in the West Village .,2
soup,The T is pretty good too .,The ,is pretty good too .,2
reservation,It is so easy to get a T at a top place in NYC with a week 's notice .,It is so easy to get a ,at a top place in NYC with a week 's notice .,2
root vegetables,I have never better enjoyed humble T or a mushroom consomme - and this chef accomplishes without fats .,I have never better enjoyed humble ,or a mushroom consomme - and this chef accomplishes without fats .,2
mushroom consomme,I have never better enjoyed humble root vegetables or a T - and this chef accomplishes without fats .,I have never better enjoyed humble root vegetables or a ,- and this chef accomplishes without fats .,2
chef,I have never better enjoyed humble root vegetables or a mushroom consomme - and this T accomplishes without fats .,I have never better enjoyed humble root vegetables or a mushroom consomme - and this ,accomplishes without fats .,2
served,"If you go to Roth 's try to be T by Mike , he is GREAT ! !",If you go to Roth 's try to be ,"by Mike , he is GREAT ! !",2
food,"not the T , not the ambiance , not the service , I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .",not the ,", not the ambiance , not the service , I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .",1
ambiance,"not the food , not the T , not the service , I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .","not the food , not the ",", not the service , I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .",1
service,"not the food , not the ambiance , not the T , I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .","not the food , not the ambiance , not the ",", I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .",1
wait staff,"not the food , not the ambiance , not the service , I agree with the previous reviews you wait and wait , the T are very rude and when you get in they are looking to get you right out .","not the food , not the ambiance , not the service , I agree with the previous reviews you wait and wait , the ",are very rude and when you get in they are looking to get you right out .,0
