target,text,text,text,label
screen ,"The screen is framed by half- to a full-inch margin that is obviously unnecessary , reduces the screen size and increases the bulk .",The ,"is framed by half- to a full-inch margin that is obviously unnecessary , reduces the screen size and increases the bulk .",0
screen size ,"The screen is framed by half- to a full-inch margin that is obviously unnecessary , reduces the screen size and increases the bulk .","The screen is framed by half- to a full-inch margin that is obviously unnecessary , reduces the ",and increases the bulk .,0
bulk ,"The screen is framed by half- to a full-inch margin that is obviously unnecessary , reduces the screen size and increases the bulk .","The screen is framed by half- to a full-inch margin that is obviously unnecessary , reduces the screen size and increases the ",.,0
music software ,"Though the picture , video , and music software is nowhere close to professional grade software Im used to ( CS5 ) but does the job for beginner and even intermediate media designers .","Though the picture , video , and ",is nowhere close to professional grade software Im used to ( CS5 ) but does the job for beginner and even intermediate media designers .,0
software ,"Though the picture , video , and music software is nowhere close to professional grade software Im used to ( CS5 ) but does the job for beginner and even intermediate media designers .","Though the picture , video , and music ",is nowhere close to professional grade software Im used to ( CS5 ) but does the job for beginner and even intermediate media designers .,2
picture ,"Though the picture , video , and music software is nowhere close to professional grade software Im used to ( CS5 ) but does the job for beginner and even intermediate media designers .",Though the ,", video , and music software is nowhere close to professional grade software Im used to ( CS5 ) but does the job for beginner and even intermediate media designers .",0
video ,"Though the picture , video , and music software is nowhere close to professional grade software Im used to ( CS5 ) but does the job for beginner and even intermediate media designers .","Though the picture , ",", and music software is nowhere close to professional grade software Im used to ( CS5 ) but does the job for beginner and even intermediate media designers .",0
combined touch pad and clicker ,The much lauded combined touch pad and clicker is a nightmare .,The much lauded ,is a nightmare .,0
Unibody construction ,"The Unibody construction is solid , sleek and beautiful .",The ,"is solid , sleek and beautiful .",2
value ,This MacBook is an outstanding product with great value .,This MacBook is an outstanding product with great ,.,2
Windows ,I had to re-install Windows within two weeks of the purchase and soon discovered cracks in the screen hinges .,I had to re-install ,within two weeks of the purchase and soon discovered cracks in the screen hinges .,0
screen hinges ,I had to re-install Windows within two weeks of the purchase and soon discovered cracks in the screen hinges .,I had to re-install Windows within two weeks of the purchase and soon discovered cracks in the ,.,0
BATTERY ,A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE .,A SECOND PROBLEM INVOLVES THE ,WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE .,0
SERVICE ,A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE .,A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF ,.,0
storage ,and plenty of storage with 250 gb ( though I will upgrade this and the ram.. ),and plenty of ,with 250 gb ( though I will upgrade this and the ram.. ),2
ram ,and plenty of storage with 250 gb ( though I will upgrade this and the ram .. ),and plenty of storage with 250 gb ( though I will upgrade this and the ,.. ),1
Nvidia chipset ,"No temporary replacement , they are out of replacements because `` many computers had problems with the Nvidia chipset `` -Inquired status of repair .","No temporary replacement , they are out of replacements because `` many computers had problems with the ",`` -Inquired status of repair .,0
extended warranty ,I took it to friend who temporarily fixed it and I finally paid about 1500 for the extended warranty .,I took it to friend who temporarily fixed it and I finally paid about 1500 for the ,.,1
